code4Digits,code6Digits,code8Digits,descriptionBa,descriptionEn,descriptionDe,descriptionHr,descriptionSr,chapter,heading,dutyRate,vatRate,excise,materialComposition,processingMethod,endUse,isActive
3905,3905.12,3905.12.00,– – u vodenoj disperziji,– – in aqueous dispersion,– – in wässriger Dispersion,– – u vodenoj disperziji,– – u vodenoj disperziji,39,3905,–,17%,,,,,true
3905,3905.21,3905.21.00,– – u vodenoj disperziji,– – in aqueous dispersion,– – in wässriger Dispersion,– – u vodenoj disperziji,– – u vodenoj disperziji,39,3905,–,17%,,,,,true
3905,3905.29,3905.29.00,– – ostali,– – others,– – andere,– – ostali,– – ostali,39,3905,–,17%,,,,,true
3905,3905.30,3905.30.00,"– poli(vinil alkohol), sa ili bez nehidroliziranih","– poly(vinyl alcohol), with or without unhydrolyzed","– Polyvinylalkohol, mit oder ohne unhydrolysiertes","– poli(vinil alkohol), sa ili bez nehidroliziranih","– poli(vinil alkohol), sa ili bez nehidroliziranih",39,3905,–,17%,,,,,true
3905,3905.91,3905.91.00,– – kopolimeri,– – copolymers,– – Copolymere,– – kopolimeri,– – kopolimeri,39,3905,–,17%,,,,,true
3905,3905.99,3905.99.10,– – – poli(vinil formal) u jednom od oblika navedenih,– – – poly(vinyl formal) in one of the forms listed,– – – Polyvinylformal in einer der aufgeführten Formen,– – – poli(vinil formal) u jednom od oblika navedenih,– – – poli(vinil formal) u jednom od oblika navedenih,39,3905,–,17%,,,,,true
3905,3905.99,3905.99.90,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3905,–,17%,,,,,true
3906,3906.10,3906.10.00,– poli(metil metakrilat),– poly(methyl methacrylate),– Poly(methylmethacrylat),– poli(metil metakrilat),– poli(metil metakrilat),39,3906,–,17%,,,,,true
3906,3906.90,3906.90.10,"– – poli[N–(3–hidroksiimino–1,1–dimetilbutil)","– – poly[N-(3-hydroxyimino-1,1-dimethylbutyl)","– – Poly[N-(3-Hydroxyimino-1,1-dimethylbutyl)","– – poli[N–(3–hidroksiimino–1,1–dimetilbutil)","– – poli[N–(3–hidroksiimino–1,1–dimetilbutil)",39,3906,–,17%,,,,,true
3906,3906.90,3906.90.20,– – kopolimeri od 2–diizopropilaminoetil metakrilata,– – copolymers of 2-diisopropylaminoethyl methacrylate,– – Copolymere von 2-Diisopropylaminoethylmethacrylat,– – kopolimeri od 2–diizopropilaminoetil metakrilata,– – kopolimeri od 2–diizopropilaminoetil metakrilata,39,3906,–,17%,,,,,true
3906,3906.90,3906.90.30,– – kopolimeri od akrilne kiseline s 2–etilheksil,– – copolymers of acrylic acid with 2-ethylhexyl,– – Copolymere von Acrylsäure mit 2-Ethylhexyl,– – kopolimeri od akrilne kiseline s 2–etilheksil,– – kopolimeri od akrilne kiseline s 2–etilheksil,39,3906,–,17%,,,,,true
3906,3906.90,3906.90.40,"– – kopolimeri od akrilonitrila sa metil akrilatom,","– – copolymers of acrylonitrile with methyl acrylate,","– – Copolymere von Acrylnitril mit Methylacrylat,","– – kopolimeri od akrilonitrila sa metil akrilatom,","– – kopolimeri od akrilonitrila sa metil akrilatom,",39,3906,–,17%,,,,,true
3906,3906.90,3906.90.50,– – polimerizacijski proizvodi od akrilne kiseline sa,– – Polymerisation products of acrylic acid with,– – Polymerisationsprodukte der Acrylsäure mit,– – polimerizacijski proizvodi od akrilne kiseline sa,– – polimerizacijski proizvodi od akrilne kiseline sa,39,3906,5,17%,,,,,true
3906,3906.90,3906.90.60,– – kopolimeri od metil akrilata sa etilenom i,– – copolymers of methyl acrylate with ethylene and,– – Copolymere von Methylacrylat mit Ethylen und,– – kopolimeri od metil akrilata sa etilenom i,– – kopolimeri od metil akrilata sa etilenom i,39,3906,5,17%,,,,,true
3906,3906.90,3906.90.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3906,0,17%,,,,,true
3907,3907.10,3907.10.00,– poliacetali,– polyacetals,– Polyacetale,– poliacetali,– poliacetali,39,3907,0,17%,,,,,true
3907,3907.21,3907.21.00,– – bis(polioksietilen) metilfosfonat,– – bis(polyoxyethylene) methylphosphonate,– – Bis(polyoxyethylen)methylphosphonat,– – bis(polioksietilen) metilfosfonat,– – bis(polioksietilen) metilfosfonat,39,3907,0,17%,,,,,true
3907,3907.29,3907.29.11,– – – – polietilen glikoli,– – – – polyethylene glycols,– – – – Polyethylenglykole,– – – – polietilen glikoli,– – – – polietilen glikoli,39,3907,0,17%,,,,,true
3907,3907.29,3907.29.20,– – – – ostalo,– – – – other,- - - - andere,– – – – ostalo,– – – – ostalo,39,3907,0,17%,,,,,true
3907,3907.29,3907.29.91,"– – – – kopolimer 1-klor-2,3-epoksipropana sa etilen","– – – – copolymer of 1-chloro-2,3-epoxypropane with ethylene","– – – – Copolymer von 1-Chlor-2,3-epoxypropan mit Ethylen","– – – – kopolimer 1-klor-2,3-epoksipropana sa etilen","– – – – kopolimer 1-klor-2,3-epoksipropana sa etilen",39,3907,0,17%,,,,,true
3907,3907.29,3907.29.99,– – – – ostalo,– – – – other,- - - - andere,– – – – ostalo,– – – – ostalo,39,3907,0,17%,,,,,true
3907,3907.30,3907.30.00,– epoksidne smole,– epoxy resins,– Epoxidharze,– epoksidne smole,– epoksidne smole,39,3907,10,17%,,,,,true
3907,3907.40,3907.40.00,– polikarbonati,– polycarbonates,– Polycarbonate,– polikarbonati,– polikarbonati,39,3907,0,17%,,,,,true
3907,3907.61,3907.61.00,– – sa viskoznim brojem 78 ml/g ili većim,– – with a viscosity number of 78 ml/g or higher,– – mit einer Viskositätszahl von 78 ml/g oder höher,– – sa viskoznim brojem 78 ml/g ili većim,– – sa viskoznim brojem 78 ml/g ili većim,39,3907,0,17%,,,,,true
3907,3907.69,3907.69.00,– – ostali,– – others,– – andere,– – ostali,– – ostali,39,3907,0,17%,,,,,true
3907,3907.70,3907.70.00,– poli(mliječna) kiselina,– poly(lactic) acid,– Poly(milchsäure),– poli(mliječna) kiselina,– poli(mliječna) kiselina,39,3907,0,17%,,,,,true
3907,3907.91,3907.91.10,– – – tečni,– – – liquid,- - - flüssig,– – – tečni,– – – tečni,39,3907,5,17%,,,,,true
3907,3907.91,3907.91.90,– – – ostali,– – – others,– – – andere,– – – ostali,– – – ostali,39,3907,5,17%,,,,,true
3907,3907.99,3907.99.05,– – – termoplastični tečni kristalni kopolimeri na,– – – thermoplastic liquid crystal copolymers na,– – – thermoplastische Flüssigkristall-Copolymere na,– – – termoplastični tečni kristalni kopolimeri na,– – – termoplastični tečni kristalni kopolimeri na,39,3907,0,17%,,,,,true
3907,3907.99,3907.99.10,"– – – poli(etilen naftalen–2,6–dikarboksilat)","– – – poly(ethylene naphthalene-2,6-dicarboxylate)","– – – Poly(ethylennaphthalin-2,6-dicarboxylat)","– – – poli(etilen naftalen–2,6–dikarboksilat)","– – – poli(etilen naftalen–2,6–dikarboksilat)",39,3907,0,17%,,,,,true
3907,3907.99,3907.99.80,– – – ostali,– – – others,– – – andere,– – – ostali,– – – ostali,39,3907,0,17%,,,,,true
3908,3908.10,3908.10.00,"– poliamid –6,–11,–12,–6,6,–6,9,–6,10 ili –6,12","– polyamide –6,–11,–12,–6,6,–6,9,–6,10 or –6,12","– Polyamid –6,–11,–12,–6,6,–6,9,–6,10 oder –6,12","– poliamid –6,–11,–12,–6,6,–6,9,–6,10 ili –6,12","– poliamid –6,–11,–12,–6,6,–6,9,–6,10 ili –6,12",39,3908,0,17%,,,,,true
3908,3908.90,3908.90.00,– ostali,– others,– andere,– ostali,– ostali,39,3908,–,17%,,,,,true
3909,3909.10,3909.10.00,"– urea smole, tiourea smole","– urea resins, thiourea resins","– Harnstoffharze, Thioharnstoffharze","– urea smole, tiourea smole","– urea smole, tiourea smole",39,3909,–,17%,,,,,true
3909,3909.20,3909.20.00,– melaminske smole,– melamine resins,– Melaminharze,– melaminske smole,– melaminske smole,39,3909,–,17%,,,,,true
3909,3909.31,3909.31.00,"– – poli(metilen fenil izocianat) (sirovi MDI,","– – poly(methylene phenyl isocyanate) (crude MDI,","– – Poly(methylenphenylisocyanat) (Roh-MDI,","– – poli(metilen fenil izocianat) (sirovi MDI,","– – poli(metilen fenil izocianat) (sirovi MDI,",39,3909,–,17%,,,,,true
3909,3909.39,3909.39.00,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3909,–,17%,,,,,true
3909,3909.40,3909.40.00,– fenolne smole,– phenolic resins,– Phenolharze,– fenolne smole,– fenolne smole,39,3909,–,17%,,,,,true
3909,3909.50,3909.50.10,"– – poliuretani od 2,2'–(tert–butilimino)dietanola i","– – polyurethanes of 2,2'-(tert-butylimino)diethanol and","– – Polyurethane von 2,2'-(tert-Butylimino)diethanol und","– – poliuretani od 2,2'–(tert–butilimino)dietanola i","– – poliuretani od 2,2'–(tert–butilimino)dietanola i",39,3909,–,17%,,,,,true
3909,3909.50,3909.50.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3909,–,17%,,,,,true
3910,3910.00,3910.00.00,Silikoni u primarnim oblicima,Silicones in primary forms,Silikone in Primärformen,Silikoni u primarnim oblicima,Silikoni u primarnim oblicima,39,3910,–,17%,,,,,true
3911,3911.10,3911.10.00,"– naftne smole, kumaronske, indentske i","– petroleum resins, coumarone, indent and","– Erdölharze, Cumaron, Indent und","– naftne smole, kumaronske, indentske i","– naftne smole, kumaronske, indentske i",39,3911,–,17%,,,,,true
3911,3911.20,3911.20.00,"– poli(1,3-fenilen metilfosfonat)","– poly(1,3-phenylene methylphosphonate)","– Poly(1,3-phenylenmethylphosphonat)","– poli(1,3-fenilen metilfosfonat)","– poli(1,3-fenilen metilfosfonat)",39,3911,–,17%,,,,,true
3911,3911.90,3911.90.11,"– – – poli(oksi–1,4– fenilensulfonil–1,4–fenilenoksi–","– – – poly(oxy-1,4-phenylenesulfonyl-1,4-phenyleneoxy-","– – – Poly(oxy-1,4-phenylensulfonyl-1,4-phenylenoxy-","– – – poli(oksi–1,4– fenilensulfonil–1,4–fenilenoksi–","– – – poli(oksi–1,4– fenilensulfonil–1,4–fenilenoksi–",39,3911,–,17%,,,,,true
3911,3911.90,3911.90.13,"– – – poli(tio–1,4–fenilen)","– – – poly(thio-1,4-phenylene)","– – – Poly(thio-1,4-phenylen)","– – – poli(tio–1,4–fenilen)","– – – poli(tio–1,4–fenilen)",39,3911,–,17%,,,,,true
3911,3911.90,3911.90.19,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3911,–,17%,,,,,true
3911,3911.90,3911.90.92,"– – – kopolimer od p–krezola i divinilbenzena, u","– – – copolymer of p-cresol and divinylbenzene, u","– – – Copolymer aus p-Kresol und Divinylbenzol, u","– – – kopolimer od p–krezola i divinilbenzena, u","– – – kopolimer od p–krezola i divinilbenzena, u",39,3911,–,17%,,,,,true
3911,3911.90,3911.90.99,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3911,–,17%,,,,,true
3912,3912.11,3912.11.00,– – neplastifikovani,– – not plasticized,– – nicht weichmacherhaltig,– – neplastifikovani,– – neplastifikovani,39,3912,–,17%,,,,,true
3912,3912.12,3912.12.00,– – plastifikovani,– – plasticized,– – plastifiziert,– – plastifikovani,– – plastifikovani,39,3912,–,17%,,,,,true
3912,3912.20,3912.20.11,– – – kolodij i celoidin,– – – collodion and celloidin,– – – Kollodium und Celloidin,– – – kolodij i celoidin,– – – kolodij i celoidin,39,3912,–,17%,,,,,true
3912,3912.20,3912.20.19,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3912,–,17%,,,,,true
3912,3912.31,3912.31.00,– – karboksimetilceluloza i njezine soli,– – carboxymethylcellulose and its salts,– – Carboxymethylcellulose und ihre Salze,– – karboksimetilceluloza i njezine soli,– – karboksimetilceluloza i njezine soli,39,3912,–,17%,,,,,true
3912,3912.39,3912.39.20,– – – hidroksipropilceluloza,– – – hydroxypropyl cellulose,– – – Hydroxypropylcellulose,– – – hidroksipropilceluloza,– – – hidroksipropilceluloza,39,3912,–,17%,,,,,true
3912,3912.39,3912.39.85,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3912,–,17%,,,,,true
3912,3912.90,3912.90.10,– – celulozni esteri,– – Cellulose esters,– – Celluloseester,– – celulozni esteri,– – celulozni esteri,39,3912,–,17%,,,,,true
3912,3912.90,3912.90.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3912,–,17%,,,,,true
3913,3913.10,3913.10.00,"– alginska kiselina, njezine soli i esteri","– alginic acid, its salts and esters","– Alginsäure, ihre Salze und Ester","– alginska kiselina, njezine soli i esteri","– alginska kiselina, njezine soli i esteri",39,3913,–,17%,,,,,true
3913,3913.90,3913.90.00,– ostalo,– other,- andere,– ostalo,– ostalo,39,3913,–,17%,,,,,true
3914,3914.00,3914.00.00,Ionski izmjenjivači na bazi polimera iz tarifnih,Ion exchangers based on polymers from tariff,Ionenaustauscher auf Polymerbasis aus Tarif,Ionski izmjenjivači na bazi polimera iz tarifnih,Ionski izmjenjivači na bazi polimera iz tarifnih,39,3914,–,17%,,,,,true
3915,3915.10,3915.10.10,– – koji imaju specifičnu relativnu gustoću manju od,– – having a specific relative density of less than,– – mit einer spezifischen relativen Dichte von weniger als,– – koji imaju specifičnu relativnu gustoću manju od,– – koji imaju specifičnu relativnu gustoću manju od,39,3915,–,17%,,,,,true
3915,3915.10,3915.10.20,"– – koji imaju specifičnu relativnu gustoću 0,94 ili veću",– – having a specific relative density of 0.94 or greater,"– – mit einer spezifischen relativen Dichte von 0,94 oder größer","– – koji imaju specifičnu relativnu gustoću 0,94 ili veću","– – koji imaju specifičnu relativnu gustoću 0,94 ili veću",39,3915,–,17%,,,,,true
3915,3915.20,3915.20.00,– od polimera stirena,– made of styrene polymer,– aus Styrolpolymer,– od polimera stirena,– od polimera stirena,39,3915,–,17%,,,,,true
3915,3915.30,3915.30.00,– od polimera vinil hlorida,– made of vinyl chloride polymer,– hergestellt aus Vinylchloridpolymer,– od polimera vinil hlorida,– od polimera vinil hlorida,39,3915,–,17%,,,,,true
3915,3915.90,3915.90.11,– – od polimera propilena,– – Of polymers of propylene,– – Aus Polymeren von Propylen,– – od polimera propilena,– – od polimera propilena,39,3915,–,17%,,,,,true
3915,3915.90,3915.90.20,– – od polimera etilen tereftalata (npr. PET),– – of polymers of ethylene terephthalate (eg PET),– – von Polymeren aus Ethylenterephthalat (z. B. PET),– – od polimera etilen tereftalata (npr. PET),– – od polimera etilen tereftalata (npr. PET),39,3915,–,17%,,,,,true
3915,3915.90,3915.90.70,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3915,–,17%,,,,,true
3916,3916.10,3916.10.00,– od polimera etilena,– made of ethylene polymer,– hergestellt aus Ethylenpolymer,– od polimera etilena,– od polimera etilena,39,3916,–,17%,,,,,true
3916,3916.20,3916.20.00,– od polimera vinil hlorida,– made of vinyl chloride polymer,– hergestellt aus Vinylchloridpolymer,– od polimera vinil hlorida,– od polimera vinil hlorida,39,3916,–,17%,,,,,true
3916,3916.90,3916.90.10,– – od proizvoda dobivenih kondenzacijom ili,– – of products obtained by condensation or,"– – von Produkten, die durch Kondensation oder",– – od proizvoda dobivenih kondenzacijom ili,– – od proizvoda dobivenih kondenzacijom ili,39,3916,–,17%,,,,,true
3916,3916.90,3916.90.50,– – od proizvoda adicijske polimerizacije,– – from addition polymerization products,– – aus Additions-Polymerisationsprodukten,– – od proizvoda adicijske polimerizacije,– – od proizvoda adicijske polimerizacije,39,3916,–,17%,,,,,true
3916,3916.90,3916.90.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3916,–,17%,,,,,true
3917,3917.10,3917.10.10,– – od skrućenih bjelančevina,– – of solidified proteins,– – von verfestigten Proteinen,– – od skrućenih bjelančevina,– – od skrućenih bjelančevina,39,3917,–,17%,,,,,true
3917,3917.10,3917.10.90,– – od celuloznih materijala,– – of cellulosic materials,– – aus Zellulosematerialien,– – od celuloznih materijala,– – od celuloznih materijala,39,3917,–,17%,,,,,true
3917,3917.21,3917.21.10,– – – bešavne i sa dužinom većom od najvećeg,– – – seamless and with a length greater than the largest,"– – – nahtlos und mit einer Länge, die größer ist als die größte",– – – bešavne i sa dužinom većom od najvećeg,– – – bešavne i sa dužinom većom od najvećeg,39,3917,–,17%,,,,,true
3917,3917.21,3917.21.90,– – – ostale,– – – other,- - - andere,– – – ostale,– – – ostale,39,3917,–,17%,,,,,true
3917,3917.22,3917.22.10,– – – bešavne i sa dužinom većom od najvećeg,– – – seamless and with a length greater than the largest,"– – – nahtlos und mit einer Länge, die größer ist als die größte",– – – bešavne i sa dužinom većom od najvećeg,– – – bešavne i sa dužinom većom od najvećeg,39,3917,–,17%,,,,,true
3917,3917.22,3917.22.90,– – – ostale,– – – other,- - - andere,– – – ostale,– – – ostale,39,3917,–,17%,,,,,true
3917,3917.23,3917.23.10,– – – bešavne i sa dužinom većom od najvećeg,– – – seamless and with a length greater than the largest,"– – – nahtlos und mit einer Länge, die größer ist als die größte",– – – bešavne i sa dužinom većom od najvećeg,– – – bešavne i sa dužinom većom od najvećeg,39,3917,–,17%,,,,,true
3917,3917.23,3917.23.90,– – – ostale,– – – other,- - - andere,– – – ostale,– – – ostale,39,3917,–,17%,,,,,true
3917,3917.29,3917.29.00,– – od ostalih plastičnih masa,– – of other plastics,– – aus anderen Kunststoffen,– – od ostalih plastičnih masa,– – od ostalih plastičnih masa,39,3917,–,17%,,,,,true
3917,3917.31,3917.31.00,"– – savitljive cijevi i crijeva, koji mogu podnijeti","– – flexible pipes and hoses, which can withstand","– – flexible Rohre und Schläuche, die standhalten können","– – savitljive cijevi i crijeva, koji mogu podnijeti","– – savitljive cijevi i crijeva, koji mogu podnijeti",39,3917,–,17%,,,,,true
3917,3917.32,3917.32.00,"– – ostale, koje nisu pojačane niti kombinovane","– – Other, not reinforced or combined","– – Andere, nicht verstärkt oder kombiniert","– – ostale, koje nisu pojačane niti kombinovane","– – ostale, koje nisu pojačane niti kombinovane",39,3917,10,17%,,,,,true
3917,3917.33,3917.33.00,"– – ostale, koje nisu pojačane niti kombinovane","– – Other, not reinforced or combined","– – Andere, nicht verstärkt oder kombiniert","– – ostale, koje nisu pojačane niti kombinovane","– – ostale, koje nisu pojačane niti kombinovane",39,3917,15,17%,,,,,true
3917,3917.39,3917.39.00,– – ostale,– – others,– – andere,– – ostale,– – ostale,39,3917,10,17%,,,,,true
3917,3917.40,3917.40.00,– pribor,– accessories,– Zubehör,– pribor,– pribor,39,3917,15,17%,,,,,true
3918,3918.10,3918.10.10,"– – na nosaču koji je impregnisan, prevučen ili","– – on a support that is impregnated, coated or","– – auf einem Träger, der imprägniert, beschichtet oder","– – na nosaču koji je impregnisan, prevučen ili","– – na nosaču koji je impregnisan, prevučen ili",39,3918,15,17%,,,,,true
3918,3918.10,3918.10.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3918,15,17%,,,,,true
3918,3918.90,3918.90.00,– od ostalih plastičnih masa,- from other plastics,- aus anderen Kunststoffen,– od ostalih plastičnih masa,– od ostalih plastičnih masa,39,3918,10,17%,,,,,true
3919,3919.10,3919.10.12,– – – od poli(vinil hlorida) ili od polietilena,– – – Of poly(vinyl chloride) or of polyethylene,– – – Aus Polyvinylchlorid oder aus Polyethylen,– – – od poli(vinil hlorida) ili od polietilena,– – – od poli(vinil hlorida) ili od polietilena,39,3919,10,17%,,,,,true
3919,3919.10,3919.10.15,– – – od polipropilena,– – – of polypropylene,– – – aus Polypropylen,– – – od polipropilena,– – – od polipropilena,39,3919,10,17%,,,,,true
3919,3919.10,3919.10.19,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3919,10,17%,,,,,true
3919,3919.10,3919.10.80,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3919,10,17%,,,,,true
3919,3919.90,3919.90.20,"– – samoljepljivi okrugli jastučići za poliranje, vrste","– – self-adhesive round polishing pads, types","– – selbstklebende runde Polierpads, Typen","– – samoljepljivi okrugli jastučići za poliranje, vrste","– – samoljepljivi okrugli jastučići za poliranje, vrste",39,3919,10,17%,,,,,true
3919,3919.90,3919.90.80,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,39,3919,10,17%,,,,,true
3920,3920.10,3920.10.23,– – – – – polietilenski film debljine 20 mikrometara ili,– – – – – polyethylene film with a thickness of 20 micrometers or,– – – – – Polyethylenfolie mit einer Dicke von 20 Mikrometern oder,– – – – – polietilenski film debljine 20 mikrometara ili,– – – – – polietilenski film debljine 20 mikrometara ili,39,3920,10,17%,,,,,true
3920,3920.10,3920.10.24,"– – – – – rastezljivi film (stretch), neštampani","– – – – – stretch film (stretch), unprinted","– – – – – Stretchfolie (Stretch), unbedruckt","– – – – – rastezljivi film (stretch), neštampani","– – – – – rastezljivi film (stretch), neštampani",39,3920,10,17%,,,,,true
3920,3920.10,3920.10.25,– – – – – ostalo,– – – – – other,- - - - - andere,– – – – – ostalo,– – – – – ostalo,39,3920,10,17%,,,,,true
3920,3920.10,3920.10.28,"– – – – 0,94 ili veće",– – – – 0.94 or greater,"– – – – 0,94 oder höher","– – – – 0,94 ili veće","– – – – 0,94 ili veće",39,3920,0,17%,,,,,true
3920,3920.10,3920.10.81,"– – – sintetička papirna pulpa u obliku vlažnih listova,","– – – synthetic paper pulp in the form of wet sheets,","– – – synthetischer Papierbrei in Form von nassen Blättern,","– – – sintetička papirna pulpa u obliku vlažnih listova,","– – – sintetička papirna pulpa u obliku vlažnih listova,",39,3920,10,17%,,,,,true
3920,3920.10,3920.10.89,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3920,10,17%,,,,,true
3920,3920.20,3920.20.21,– – – biaksialno usmjerenih,– – – biaxially oriented,– – – biaxial orientiert,– – – biaksialno usmjerenih,– – – biaksialno usmjerenih,39,3920,10,17%,,,,,true
3920,3920.20,3920.20.29,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3920,10,17%,,,,,true
3920,3920.20,3920.20.80,"– – debljine veće od 0,10 mm",– – with a thickness greater than 0.10 mm,"– – mit einer Dicke von mehr als 0,10 mm","– – debljine veće od 0,10 mm","– – debljine veće od 0,10 mm",39,3920,10,17%,,,,,true
3920,3920.30,3920.30.00,– od polimera stirena,– made of styrene polymer,– aus Styrolpolymer,– od polimera stirena,– od polimera stirena,39,3920,10,17%,,,,,true
3920,3920.43,3920.43.10,– – – debljine ne veće od 1 mm,– – – with a thickness not exceeding 1 mm,– – – mit einer Dicke von höchstens 1 mm,– – – debljine ne veće od 1 mm,– – – debljine ne veće od 1 mm,39,3920,10,17%,,,,,true
3920,3920.43,3920.43.90,– – – debljine veće od 1 mm,– – – thickness greater than 1 mm,– – – Dicke größer als 1 mm,– – – debljine veće od 1 mm,– – – debljine veće od 1 mm,39,3920,10,17%,,,,,true
3920,3920.49,3920.49.10,– – – debljine ne veće od 1 mm,– – – with a thickness not exceeding 1 mm,– – – mit einer Dicke von höchstens 1 mm,– – – debljine ne veće od 1 mm,– – – debljine ne veće od 1 mm,39,3920,10,17%,,,,,true
3920,3920.49,3920.49.90,– – – debljine veće od 1 mm,– – – thickness greater than 1 mm,– – – Dicke größer als 1 mm,– – – debljine veće od 1 mm,– – – debljine veće od 1 mm,39,3920,10,17%,,,,,true
3920,3920.51,3920.51.00,– – od poli(metil metakrilata),– – of poly(methyl methacrylate),– – aus Poly(methylmethacrylat),– – od poli(metil metakrilata),– – od poli(metil metakrilata),39,3920,10,17%,,,,,true
3920,3920.59,3920.59.10,"– – – kopolimer od akrilnih i metakrilnih estera, u","– – – copolymer of acrylic and methacrylic esters, u","– – – Copolymer aus Acryl- und Methacrylsäureestern, u","– – – kopolimer od akrilnih i metakrilnih estera, u","– – – kopolimer od akrilnih i metakrilnih estera, u",39,3920,10,17%,,,,,true
3920,3920.59,3920.59.90,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3920,10,17%,,,,,true
3920,3920.61,3920.61.00,– – od polikarbonata,– – of polycarbonate,– – aus Polycarbonat,– – od polikarbonata,– – od polikarbonata,39,3920,5,17%,,,,,true
3920,3920.62,3920.62.12,– – – – film od poli(etilen tereftalata) debljine 72,– – – – 72 thickness poly(ethylene terephthalate) film,– – – – 72 Dicke Polyethylenterephthalatfolie,– – – – film od poli(etilen tereftalata) debljine 72,– – – – film od poli(etilen tereftalata) debljine 72,39,3920,10,17%,,,,,true
3920,3920.62,3920.62.19,– – – – ostalo,– – – – other,- - - - andere,– – – – ostalo,– – – – ostalo,39,3920,–,17%,,,,,true
3920,3920.62,3920.62.90,"– – – debljine veće od 0,35 mm",– – – thickness greater than 0.35 mm,"– – – Dicke größer als 0,35 mm","– – – debljine veće od 0,35 mm","– – – debljine veće od 0,35 mm",39,3920,–,17%,,,,,true
3920,3920.63,3920.63.00,– – od nezasićenih poliestera,– – of unsaturated polyesters,– – von ungesättigten Polyestern,– – od nezasićenih poliestera,– – od nezasićenih poliestera,39,3920,–,17%,,,,,true
3920,3920.69,3920.69.00,– – od zasićenih poliestera,– – of saturated polyesters,– – von gesättigten Polyestern,– – od zasićenih poliestera,– – od zasićenih poliestera,39,3920,–,17%,,,,,true
3920,3920.71,3920.71.00,– – od regenerisane celuloze,– – from regenerated cellulose,– – aus regenerierter Cellulose,– – od regenerisane celuloze,– – od regenerisane celuloze,39,3920,–,17%,,,,,true
3920,3920.73,3920.73.10,– – – film u rolnama ili trakama za kinematografiju ili,– – – film in rolls or strips for cinematography or,– – – Film in Rollen oder Streifen für die Kinematografie oder,– – – film u rolnama ili trakama za kinematografiju ili,– – – film u rolnama ili trakama za kinematografiju ili,39,3920,–,17%,,,,,true
3920,3920.73,3920.73.80,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3920,–,17%,,,,,true
3920,3920.79,3920.79.10,– – – od vulkanfibera,– – – of vulcanized fiber,– – – aus vulkanisierten Fasern,– – – od vulkanfibera,– – – od vulkanfibera,39,3920,–,17%,,,,,true
3920,3920.79,3920.79.90,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,39,3920,–,17%,,,,,true
3920,3920.91,3920.91.00,– – od poli(vinil butirala),– – of poly(vinyl butyral),– – aus Polyvinylbutyral,– – od poli(vinil butirala),– – od poli(vinil butirala),39,3920,–,17%,,,,,true
3920,3920.92,3920.92.00,– – od poliamida,– – of polyamide,– – aus Polyamid,– – od poliamida,– – od poliamida,39,3920,–,17%,,,,,true
3920,3920.93,3920.93.00,– – od amino–smola,– – of amino resin,– – von Aminoharz,– – od amino–smola,– – od amino–smola,39,3920,–,17%,,,,,true
3920,3920.94,3920.94.00,– – od fenolnih smola,– – Of phenolic resins,– – Aus Phenolharzen,– – od fenolnih smola,– – od fenolnih smola,39,3920,–,17%,,,,,true
3920,3920.99,3920.99.21,"– – – – folije i trake od poliamida, neprevučeni ili","– – – – Films and strips of polyamide, uncoated or","– – – – Folien und Streifen aus Polyamid, unbeschichtet oder","– – – – folije i trake od poliamida, neprevučeni ili","– – – – folije i trake od poliamida, neprevučeni ili",39,3920,–,17%,,,,,true
3920,3920.99,3920.99.52,– – – – listovi od polivinil fluorida; biaksialno,– – – – sheets of polyvinyl fluoride; biaxially,– – – – Platten aus Polyvinylfluorid; biaxial,– – – – listovi od polivinil fluorida; biaksialno,– – – – listovi od polivinil fluorida; biaksialno,39,3920,–,17%,,,,,true
3920,3920.99,3920.99.53,– – – – membrane za izmjenu iona iz fluoriranih,– – – – ion exchange membranes from fluorinated,– – – – Ionenaustauschermembranen aus fluorierten,– – – – membrane za izmjenu iona iz fluoriranih,– – – – membrane za izmjenu iona iz fluoriranih,39,3920,–,17%,,,,,true
